unique_pathways,a_in_pathway_entangled,b_out_pathway_entangled,c_in_pathway_not_entangled,d_out_pathway_not_entangled,odds_ratios,two_sided_p_values,corrected_p_values,enrich_p_values,deplete_p_values
R-HSA-8851680,11,11544,1,8948,8.527688348264359,0.016577815960435366,0.0900058189771112,0.010544729819036997,0.9989764877322255
R-HSA-9018519,57,11498,60,8889,0.7344553917503934,0.11166091249158101,0.34592357616267894,0.9606517378045557,0.05788109372278931
R-HSA-5628897,51,11504,31,8918,1.2753273671144645,0.3161071130290395,0.6417660934961613,0.16941892445040016,0.8814818944792355
R-HSA-9707564,33,11522,25,8924,1.0223649521872866,0.9999999999999999,1,0.5218542297640523,0.5832407522168804
R-HSA-5689901,13,11542,18,8931,0.558868940904866,0.14587186175952324,0.4038489509918778,0.9636629738035866,0.075678077321596
R-HSA-420029,11,11544,19,8930,0.44786579099376655,0.0410474426954149,0.1723671910061368,0.9907258817305551,0.02357237324716869
R-HSA-8935964,3,11552,2,8947,1.1617242098050404,1,1,0.6178878706314013,0.7230823331345928
R-HSA-2142753,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-447041,8,11547,1,8948,6.198938612454531,0.0873698114036531,0.28591338587192416,0.04565888625316692,0.9942747897710308
R-HSA-6791226,114,11441,68,8881,1.3013315158899212,0.09839430020826524,0.3135195225944577,0.0496528662993666,0.9641139144172681
R-HSA-2660826,4,11551,3,8946,1.0326401213259793,1,1,0.6368080005223515,0.6567371613160622
R-HSA-9022702,4,11551,2,8947,1.5490955924994296,0.7023600748237133,0.9552691207845347,0.4690679080432577,0.8191574537235184
R-HSA-9725554,13,11542,26,8923,0.3865611104547714,0.005323138999785484,0.04190808532512481,0.9988977039177079,0.003130502550635989
R-HSA-9831926,8,11547,4,8945,1.5492857954300245,0.5688748156363488,0.8541067413534567,0.3387167073028495,0.8440319066543271
R-HSA-3928664,14,11541,4,8945,2.7125512438620634,0.09405382867236173,0.3031720114626353,0.05207385515928013,0.9840698694860706
R-HSA-447043,6,11549,1,8948,4.648404088357662,0.1461369692426423,0.4038489509918778,0.1158744293134992,0.9819625595193335
R-HSA-5675482,16,11539,10,8939,1.2394699665595725,0.6941291192650137,0.9552691207845347,0.37189583752283034,0.766043166983891
R-HSA-1483226,4,11551,1,8948,3.098387369465698,0.39497193999801955,0.7435986611171121,0.27691766686540725,0.9431811146446938
R-HSA-6790901,44,11511,16,8933,2.134010750174957,0.008683988597837701,0.05798315368121446,0.00497552032826602,0.9978494234390578
R-HSA-390471,36,11519,2,8947,13.980804627007961,1.9295258537147093e-7,1.2201413486725367e-5,1.51941100742329e-7,0.9999999898026559
R-HSA-9823739,7,11548,4,8945,1.3555166319040617,0.7655633014580895,1,0.4330872391032734,0.783115702001935
R-HSA-9832991,7,11548,3,8946,1.8075245356686664,0.5289570930447944,0.8123269643187915,0.2955035493090501,0.8846018538171878
R-HSA-1912420,16,11539,2,8947,6.202542636965299,0.0069650890882102315,0.047932967019063376,0.003495978158851,0.9995111076976708
R-HSA-166662,5,11550,2,8947,1.936504437861731,0.7064548381615862,0.9552691207845347,0.34326283868393775,0.8841255706865008
R-HSA-2855086,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-9603798,8,11547,11,8938,0.5629741278452867,0.24981907326522584,0.5601097833697817,0.9305957932545926,0.1535562242824832
R-HSA-8935690,2,11553,3,8946,0.5162548030267982,0.6590297962340058,0.9188807145934581,0.8819457268673875,0.38211212936859873
R-HSA-6783783,34,11521,11,8938,2.39779722673997,0.009989347525833194,0.06449578732895306,0.006051185795290039,0.9977042582536628
R-HSA-6785807,72,11483,39,8910,1.4324590492729088,0.08367959539457116,0.2842197947840885,0.04204603304497762,0.9727956235272933
R-HSA-525793,12,11543,16,8933,0.580442544571591,0.18211271459298078,0.4711700798735363,0.9480685158530988,0.10601149597117077
R-HSA-877300,65,11490,26,8923,1.941393620696671,0.004007261828352178,0.0336547380115515,0.00217924651636571,0.9989444627000604
R-HSA-73980,15,11540,7,8942,1.6603897417835891,0.29040827961303517,0.6109371831389684,0.18366379477668504,0.9108043228682395
R-HSA-1912408,25,11530,36,8913,0.5368499672141385,0.01932127854298258,0.1010723816725366,0.9945010523909585,0.01115094829598834
R-HSA-2559585,21,11534,12,8937,1.3559481411098977,0.4834642883190057,0.7961469592176872,0.25358834159468185,0.8461545316167365
R-HSA-68911,3,11552,2,8947,1.1617242098050404,1,1,0.6178878706314013,0.7230823331345928
R-HSA-69231,26,11529,20,8929,1.0068261125787903,0.9999999999999999,1,0.5524959836595258,0.5656031309730053
R-HSA-9661069,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-171319,17,11538,6,8943,2.195984253370272,0.09655215670873307,0.30983154764742704,0.06590957670407707,0.9747404301708753
R-HSA-204005,36,11519,32,8917,0.8708840147039726,0.6246897737686331,0.9027777208948222,0.7559334728271272,0.32642919845013973
R-HSA-3238698,23,11532,3,8946,5.947048171658635,5.952308401516838e-4,0.008949274869413427,4.7290688867132315e-4,0.9999283552484904
R-HSA-499943,24,11531,3,8946,6.2061516602009466,3.62522736179786e-4,0.006115858152310369,0.00029761188529944615,0.9999566011402141
R-HSA-9749641,41,11514,2,8947,15.929162529384302,2.1148397972836927e-8,2.0361249503888093e-6,1.0928433451430095e-8,0.9999999993512692
R-HSA-141430,9,11546,12,8937,0.580551548914139,0.2713700858342966,0.5748233345258499,0.9283749114098012,0.15211637127005997
R-HSA-174048,8,11547,16,8933,0.38682673584755856,0.0371183070288156,0.16386932261181425,0.9934486063747453,0.01949214994521446
R-HSA-176407,9,11546,11,8938,0.6333963889553931,0.3688909583468993,0.7106770254890981,0.8938786474041467,0.21153217856614248
R-HSA-176408,10,11545,15,8934,0.5159196128944532,0.10919840209189978,0.3422398899381699,0.967536763837201,0.07437172101511415
R-HSA-176409,9,11546,12,8937,0.580551548914139,0.2713700858342966,0.5748233345258499,0.9283749114098012,0.15211637127005997
R-HSA-176412,8,11547,12,8937,0.5160034539846512,0.17620023123658984,0.4564222857333351,0.9550738904882232,0.10612135259585327
R-HSA-179409,10,11545,16,8933,0.483608797907234,0.07568925447584185,0.2684496982143506,0.9789634205242517,0.05074588686208052
R-HSA-2559582,24,11531,56,8893,0.33054209146435237,2.2925984481488624e-6,1.1462992240744311e-4,0.9999994800083538,1.6437269763111294e-6
R-HSA-8853884,23,11532,16,8933,1.1134831354061605,0.8718957194126661,1,0.4358508314612583,0.6863937689516382
R-HSA-9687136,8,11547,12,8937,0.5160034539846512,0.17620023123658984,0.4564222857333351,0.9550738904882232,0.10612135259585327
R-HSA-163765,4,11551,3,8946,1.0326401213259793,1,1,0.6368080005223515,0.6567371613160622
R-HSA-196780,9,11546,2,8947,3.486811114736687,0.12788086475919194,0.384455741554091,0.07734083925209252,0.9826907660584304
R-HSA-200425,12,11543,2,8947,4.650300142892429,0.03027877000478421,0.1412133525168895,0.021611627877263704,0.9961501906178005
R-HSA-2426168,33,11522,7,8942,3.658413075275996,6.553596304797371e-4,0.009520427064401586,4.4899900892425793e-4,0.999887097429808
R-HSA-964975,3,11552,0,8949,Inf,0.2620792753813955,0.5601097833697817,0.17895541833594594,1
R-HSA-75105,11,11544,2,8947,4.262404639431244,0.049305391077822155,0.19703827289464246,0.03341107768980764,0.9936127879756486
R-HSA-9029558,8,11547,0,8949,Inf,0.011476666245249298,0.06854120118690553,0.010162285342768968,1
R-HSA-6794361,43,11512,14,8935,2.3837480343258894,0.0031801767973784053,0.029784984646754248,0.002208780929064072,0.9991425952283477
R-HSA-1433559,11,11544,2,8947,4.262404639431244,0.049305391077822155,0.19703827289464246,0.03341107768980764,0.9936127879756486
R-HSA-983231,56,11499,40,8909,1.0846869964223818,0.7573092890466084,1,0.38804235520904196,0.688394351718747
R-HSA-9845614,7,11548,4,8945,1.3555166319040617,0.7655633014580895,1,0.4330872391032734,0.783115702001935
R-HSA-3214858,24,11531,24,8925,0.7740161797973161,0.3854387922342031,0.740377995705619,0.8494819616841301,0.22804201877916616
R-HSA-9824585,17,11538,17,8932,0.7741532690538238,0.49143209483418887,0.7961469592176872,0.821636486721173,0.2813883801698202
R-HSA-9706369,9,11546,6,8943,1.161808422277882,0.9999999999999999,1,0.494862748456639,0.7035386901918184
R-HSA-982772,17,11538,6,8943,2.195984253370272,0.09655215670873307,0.30983154764742704,0.06590957670407707,0.9747404301708753
R-HSA-1227986,10,11545,6,8943,1.2910182318046053,0.8020619771352542,1,0.40826486345331225,0.770620822378897
R-HSA-1236394,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-1250196,10,11545,8,8941,0.9680478585894234,1,1,0.6232736631622933,0.5629560409373858
R-HSA-1250342,4,11551,5,8944,0.6194693487324234,0.5163318515864852,0.800947677424923,0.8543902575186605,0.3469020844658014
R-HSA-1250347,6,11549,5,8944,0.9293319660672881,1,1,0.6675239376451841,0.5669127608967266
R-HSA-1251985,12,11543,19,8930,0.4886194770500485,0.06817562344695255,0.2567033107021856,0.9844895128260385,0.03633702619641345
R-HSA-1306955,4,11551,0,8949,Inf,0.13711131250892333,0.38788068670287523,0.10083864165732631,1
R-HSA-1358803,7,11548,5,8944,1.0843272778179163,1,1,0.5652059836238672,0.6612832926971506
R-HSA-1963640,8,11547,5,8944,1.23930406175869,0.7858159189244798,1,0.4663517923582421,0.7410552208567711
R-HSA-1963642,8,11547,5,8944,1.23930406175869,0.7858159189244798,1,0.4663517923582421,0.7410552208567711
R-HSA-6785631,8,11547,5,8944,1.23930406175869,0.7858159189244798,1,0.4663517923582421,0.7410552208567711
R-HSA-8847993,6,11549,5,8944,0.9293319660672881,1,1,0.6675239376451841,0.5669127608967266
R-HSA-8863795,11,11544,11,8938,0.7742706418192242,0.6681193604218995,0.9303475549916347,0.7934373650094885,0.3472164981931553
R-HSA-9664565,15,11540,6,8943,1.9373157754849482,0.19087880315443537,0.48436696322637074,0.11925371456423667,0.9495910557286635
R-HSA-9665686,12,11543,6,8943,1.5494761301665954,0.4786679065816449,0.7961469592176872,0.2621778982805393,0.8694947007697228
R-HSA-432030,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-432047,13,11542,0,8949,Inf,9.460697436876712e-4,0.012585670718353799,5.765372880598121e-4,1
R-HSA-71403,15,11540,2,8947,5.814382573084224,0.006859723890961436,0.047932967019063376,0.005568336884697402,0.9991769870469462
R-HSA-8856825,61,11494,43,8906,1.0992157436641614,0.6921226251145061,0.9552691207845347,0.35532875038688,0.7156364050703846
R-HSA-399956,15,11540,1,8948,11.6312492464814,0.001763942916314787,0.018882710126876708,0.0013812863567765855,0.9998969775564411
R-HSA-1059683,7,11548,4,8945,1.3555166319040617,0.7655633014580895,1,0.4330872391032734,0.783115702001935
R-HSA-2586552,6,11549,3,8946,1.5491906774975384,0.740063963972888,0.9827903165791902,0.39316187950708714,0.8305702328793161
R-HSA-877312,8,11547,4,8945,1.5492857954300245,0.5688748156363488,0.8541067413534567,0.3387167073028495,0.8440319066543271
R-HSA-8849474,3,11552,1,8948,2.323631465692943,0.6369831639988117,0.9027777208948222,0.4133057483718049,0.8991613583426736
R-HSA-8939242,3,11552,5,8944,0.4645561306891005,0.30823653203149315,0.6359966831743861,0.9236561357392293,0.2350730055855447
R-HSA-909733,29,11526,45,8904,0.4978535453030442,0.003208061855719529,0.029784984646754248,0.9989914541059937,0.00216520934606196
R-HSA-912694,7,11548,16,8933,0.33844670813171257,0.018644682342368275,0.09777089520997999,0.9967853970515206,0.010864979065241283
R-HSA-9674555,13,11542,6,8943,1.6787340312554966,0.35825349904908665,0.6976857091988554,0.20469727476660335,0.9037371510172576
R-HSA-9705462,10,11545,15,8934,0.5159196128944532,0.10919840209189978,0.3422398899381699,0.967536763837201,0.07437172101511415
R-HSA-5625900,14,11541,5,8944,2.16982963188483,0.16566705572814994,0.4402770949512019,0.09626284898274237,0.9637079283490995
R-HSA-2022870,11,11544,8,8941,1.0649688326773619,1,1,0.5419947514979747,0.6392838899812852
R-HSA-2022923,5,11550,6,8943,0.6452623679730416,0.5493603603528812,0.8347171553064978,0.8490652217801486,0.33247606235481586
R-HSA-2024101,6,11549,8,8941,0.5806604966167728,0.4199996417968863,0.7723214500753843,0.9006722789741999,0.22598658827828788
R-HSA-3595172,3,11552,5,8944,0.4645561306891005,0.30823653203149315,0.6359966831743861,0.9236561357392293,0.2350730055855447
R-HSA-3595174,2,11553,6,8943,0.25804445913291385,0.08650614960353963,0.28591338587192416,0.9850979015147326,0.07634386426077068
R-HSA-3595177,3,11552,5,8944,0.4645561306891005,0.30823653203149315,0.6359966831743861,0.9236561357392293,0.2350730055855447
R-HSA-373760,9,11546,4,8945,1.7430818085289514,0.41255487184866707,0.7679592852594236,0.2589447791432289,0.8897993225643517
R-HSA-381038,34,11521,13,8936,2.0284762001708265,0.027463627544752494,0.13359004348691822,0.01788522433968382,0.9920476952303907
R-HSA-3214842,17,11538,9,8940,1.4635411743623403,0.430731696727418,0.7723214500753843,0.23395683301610903,0.8707726164511272
R-HSA-1296041,13,11542,16,8933,0.6288641460405855,0.26103898198176684,0.5601097833697817,0.9244751995009695,0.14353358270611213
R-HSA-202040,5,11550,19,8930,0.20346041508718485,6.173697451084336e-4,0.00921767327766064,0.9999221795771127,4.2378919982048827e-4
R-HSA-381676,17,11538,25,8924,0.5259676285438574,0.042871865137612805,0.17932784055616252,0.9869334263349584,0.02781541155900719
R-HSA-392451,9,11546,16,8933,0.4352141153334757,0.04465764882749987,0.18607353678124947,0.9878040860521768,0.03246323616279906
R-HSA-392851,2,11553,17,8932,0.09096643442977827,6.285938245404246e-5,0.0016684897811875467,0.9999963521113755,4.445639432850755e-5
R-HSA-400042,10,11545,18,8931,0.42978250680950303,0.034854810464948184,0.15809671413425863,0.9915749097950319,0.0223915094846657
R-HSA-4086398,35,11520,24,8925,1.1297919689830815,0.694621238240131,0.9552691207845347,0.37321181212821264,0.7215489413399929
R-HSA-418217,4,11551,16,8933,0.19332750806626772,0.0011892977208854442,0.013972623496741558,0.9998251257173181,0.001018144990315543
R-HSA-418592,7,11548,17,8932,0.31850367382487854,0.011739924848046375,0.06972607299254062,0.9981593696831339,0.006551393625254694
R-HSA-420092,4,11551,29,8920,0.10652650869260274,1.6838403344112787e-7,1.131330224682578e-5,0.9999999837644056,1.6246758984352577e-7
R-HSA-428930,7,11548,17,8932,0.31850367382487854,0.011739924848046375,0.06972607299254062,0.9981593696831339,0.006551393625254694
R-HSA-432040,20,11535,23,8926,0.6729089346725324,0.21892317627626978,0.5323307714891425,0.9268424175317849,0.1255642921304151
R-HSA-500657,4,11551,17,8932,0.18198751098431765,6.435370428684706e-4,0.009501820397624523,0.9999116545114564,5.426216577693449e-4
R-HSA-6814122,22,11533,16,8933,1.0650308516410085,0.871774400450378,1,0.49169115889676296,0.636242138013014
R-HSA-8964315,2,11553,16,8933,0.09666292641760178,1.2435607958023796e-4,0.0027563460937887795,0.999992056479196,9.167829378326239e-5
R-HSA-8964616,4,11551,16,8933,0.19332750806626772,0.0011892977208854442,0.013972623496741558,0.9998251257173181,0.001018144990315543
R-HSA-997272,13,11542,16,8933,0.6288641460405855,0.26103898198176684,0.5601097833697817,0.9244751995009695,0.14353358270611213
R-HSA-199220,9,11546,4,8945,1.7430818085289514,0.41255487184866707,0.7679592852594236,0.2589447791432289,0.8897993225643517
R-HSA-201681,27,11528,9,8940,2.3263861441724,0.02789370421390903,0.1349271882207774,0.01645208361002732,0.9937048086701681
R-HSA-201688,8,11547,0,8949,Inf,0.011476666245249298,0.06854120118690553,0.010162285342768968,1
R-HSA-4086400,18,11537,3,8946,4.6521981676597735,0.007000442625109721,0.047932967019063376,0.004460622970646353,0.9991615924874577
R-HSA-4641262,19,11536,12,8937,1.2266039669636477,0.717671452181701,0.9661826062558905,0.3573091993630902,0.7676407716491809
R-HSA-5368598,4,11551,1,8948,3.098387369465698,0.39497193999801955,0.7435986611171121,0.27691766686540725,0.9431811146446938
R-HSA-9673324,10,11545,2,8947,3.874574914617435,0.07976845017411602,0.27572695799734637,0.051131754554232335,0.989455270180963
R-HSA-2028269,12,11543,7,8942,1.3279840770657947,0.6471325450071783,0.9129494565389983,0.3607161100187149,0.7953027252333966
R-HSA-5099900,10,11545,5,8944,1.5493809463140022,0.6040365898747417,0.8870755930537533,0.2964613098081816,0.8572110746261934
R-HSA-1299316,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-5694530,19,11536,14,8935,1.0511569714303128,1,1,0.5165628422525411,0.621577920179188
R-HSA-2428928,3,11552,3,8946,0.7744269491992705,1,1,0.7667078332195443,0.5309320919567423
R-HSA-6811440,21,11534,28,8921,0.5801151912617551,0.06140529661937152,0.23617421776681352,0.9794887701096209,0.039480562883099625
R-HSA-177929,7,11548,9,8940,0.6021500158429703,0.32478316625803183,0.6495663325160637,0.8973255997490495,0.22135344645117838
R-HSA-3928665,33,11522,17,8932,1.5047931821066858,0.19912311994694365,0.5001340045396365,0.10777394912385109,0.9371487604099163
R-HSA-9013700,4,11551,7,8942,0.4423755724120622,0.22827561747194375,0.5490934636851176,0.9494599744929006,0.15093477821985132
R-HSA-5683329,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-9758881,8,11547,2,8947,3.099113926994641,0.20244535449454856,0.5002959909922752,0.11539814618281222,0.9717759287292445
R-HSA-9758890,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-2162123,10,11545,5,8944,1.5493809463140022,0.6040365898747417,0.8870755930537533,0.2964613098081816,0.8572110746261934
R-HSA-3214841,38,11517,8,8941,3.6873161576496547,2.616444976936008e-4,0.004822413897327058,1.5546539767110398e-4,0.9999608228995556
R-HSA-8936459,26,11529,38,8911,0.5288659380899668,0.01578727825340741,0.08848022991556594,0.9960493409793363,0.00809460410099629
R-HSA-6782315,30,11525,6,8943,3.8795618485197987,0.0010755931533887044,0.013026925165508935,5.889797598560992e-4,0.9998611720328714
R-HSA-419771,1,11554,8,8941,0.09674109508401135,0.012967643952745517,0.07555673305800234,0.9994266257001816,0.007242433723776287
R-HSA-111458,4,11551,2,8947,1.5490955924994296,0.7023600748237133,0.9552691207845347,0.4690679080432577,0.8191574537235184
R-HSA-111459,3,11552,3,8946,0.7744269491992705,1,1,0.7667078332195443,0.5309320919567423
R-HSA-111463,3,11552,4,8945,0.5807693877236932,0.47906642879114764,0.7961469592176872,0.864132707742439,0.36319199947764846
R-HSA-111464,3,11552,4,8945,0.5807693877236932,0.47906642879114764,0.7961469592176872,0.864132707742439,0.36319199947764846
R-HSA-6803207,10,11545,2,8947,3.874574914617435,0.07976845017411602,0.27572695799734637,0.051131754554232335,0.989455270180963
R-HSA-9627069,7,11548,4,8945,1.3555166319040617,0.7655633014580895,1,0.4330872391032734,0.783115702001935
R-HSA-1855183,13,11542,1,8948,10.079147226935929,0.005399320760492824,0.04190808532512481,0.003849809382199398,0.9996752528730278
R-HSA-450321,14,11541,8,8941,1.3557322556592009,0.5274654972192557,0.8123269643187915,0.32090286222874376,0.816336205223315
R-HSA-5210891,5,11550,2,8947,1.936504437861731,0.7064548381615862,0.9552691207845347,0.34326283868393775,0.8841255706865008
R-HSA-193368,22,11533,1,8948,17.068293327046995,5.69725019211602e-5,0.0015505174573480307,3.487418783431483e-5,0.9999981495951036
R-HSA-2046106,10,11545,2,8947,3.874574914617435,0.07976845017411602,0.27572695799734637,0.051131754554232335,0.989455270180963
R-HSA-389887,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-390247,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-6804760,13,11542,6,8943,1.6787340312554966,0.35825349904908665,0.6976857091988554,0.20469727476660335,0.9037371510172576
R-HSA-9825895,2,11553,0,8949,Inf,0.5080528502542636,0.7961469592176872,0.31757500101476366,1
R-HSA-2453902,17,11538,5,8944,2.6354442167909964,0.053608064058063065,0.20917847136993756,0.035863919448677534,0.9884203257333083
R-HSA-5693607,44,11511,36,8913,0.9463977352522317,0.8220165467941203,1,0.6411727372752747,0.4457372934585082
R-HSA-5693616,35,11520,4,8945,6.793530287236989,1.1729095624309485e-5,4.0673476761718375e-4,6.525554106811371e-6,0.9999991044755563
R-HSA-69473,41,11514,25,8924,1.2710770140820564,0.3852232648781925,0.740377995705619,0.20618397163793736,0.858001488528516
R-HSA-75035,5,11550,8,8941,0.4838323412323852,0.2638107701410863,0.5603969292658895,0.9426929443584108,0.1536100927054379
R-HSA-194306,2,11553,2,8947,0.7744464724025965,1,1,0.7763225843729927,0.5866942516281951
R-HSA-376176,9,11546,6,8943,1.161808422277882,0.9999999999999999,1,0.494862748456639,0.7035386901918184
R-HSA-399954,16,11539,0,8949,Inf,1.4034997181541854e-4,0.003048004438415655,1.0302244355886519e-4,1
R-HSA-399955,14,11541,0,8949,Inf,4.976164288224139e-4,0.007752719724407173,3.247471269721507e-4,1
R-HSA-445144,14,11541,6,8943,1.8080142344161394,0.26348013237661017,0.5603969292658895,0.15735877978075669,0.9299211213592635
R-HSA-5676594,11,11544,5,8944,1.7044541239306845,0.4507326240722815,0.7897922915691974,0.22937917762110305,0.8965702801931463
R-HSA-9617828,7,11548,10,8939,0.5418771126704619,0.22832072396953262,0.5490934636851176,0.9335757691712002,0.15446035656830887
R-HSA-181429,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-181430,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-212676,17,11538,5,8944,2.6354442167909964,0.053608064058063065,0.20917847136993756,0.035863919448677534,0.9884203257333083
R-HSA-264642,12,11543,4,8945,2.324663130351004,0.20610412005780404,0.5041227054883716,0.10342971980685366,0.9642971546578241
R-HSA-1834949,16,11539,6,8943,2.0666390054189723,0.1365073375515467,0.38788068670287523,0.08919567713176045,0.9641360805513225
R-HSA-73780,11,11544,6,8943,1.4202361001677484,0.6267895389318632,0.9027777208948222,0.3301813663624567,0.8256038344196351
R-HSA-375280,0,11555,8,8941,0,0.0013143809024803318,0.015358255110503876,1,0.0013143809024803324
R-HSA-5673000,23,11532,10,8939,1.782780375428652,0.15925346079388197,0.4269263599835988,0.08363852969733646,0.9596824470801106
R-HSA-9726840,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-9726842,6,11549,2,8947,2.323975175598405,0.47908014350169603,0.7961469592176872,0.24400713791615145,0.9268364735540515
R-HSA-888590,7,11548,5,8944,1.0843272778179163,1,1,0.5652059836238672,0.6612832926971506
R-HSA-442982,14,11541,5,8944,2.16982963188483,0.16566705572814994,0.4402770949512019,0.09626284898274237,0.9637079283490995
R-HSA-2514859,18,11537,12,8937,1.1619349056901753,0.7171791660706435,0.9661826062558905,0.41663272207625873,0.7192730409347536
R-HSA-389599,4,11551,1,8948,3.098387369465698,0.39497193999801955,0.7435986611171121,0.27691766686540725,0.9431811146446938
R-HSA-5578998,1,11554,0,8949,Inf,1,1,0.5635485758876317,1
R-HSA-400511,3,11552,10,8939,0.2321570657253608,0.022281525412365957,0.10987449457932755,0.9969252820325865,0.015894313388014496
R-HSA-434316,7,11548,1,8948,5.423606241743879,0.14950739070671915,0.4058597096205128,0.07316352644594852,0.989837714657231
R-HSA-844615,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-9707587,2,11553,3,8946,0.5162548030267982,0.6590297962340058,0.9188807145934581,0.8819457268673875,0.38211212936859873
R-HSA-9708530,2,11553,9,8940,0.1719972019945321,0.013500935574732758,0.0782399231419823,0.99833972327472,0.011683988511019665
R-HSA-9818027,12,11543,5,8944,1.8595535537128831,0.32885652214867367,0.6498543406430591,0.17439616558036486,0.9261396325987763
R-HSA-70895,17,11538,4,8945,3.2946426139456446,0.02652398847128623,0.12931196193484218,0.017098820898961184,0.9955393770293537
R-HSA-156590,14,11541,10,8939,1.0843784788312494,1,1,0.5076547315718813,0.652734209814341
R-HSA-9754678,24,11531,25,8924,0.7429754662400113,0.31509815474051,0.6403223371380875,0.8819528975762656,0.18434192987017745
R-HSA-3772470,11,11544,4,8945,2.130770022157988,0.20527080510777374,0.5038039166457917,0.14278892537380655,0.9473654360416546
R-HSA-5666185,7,11548,2,8947,2.7115135813530733,0.31503950960202337,0.6403223371380875,0.16942976712068392,0.9543411137468331
R-HSA-190370,6,11549,1,8948,4.648404088357662,0.1461369692426423,0.4038489509918778,0.1158744293134992,0.9819625595193335
R-HSA-190373,8,11547,2,8947,3.099113926994641,0.20244535449454856,0.5002959909922752,0.11539814618281222,0.9717759287292445
R-HSA-168638,27,11528,9,8940,2.3263861441724,0.02789370421390903,0.1349271882207774,0.01645208361002732,0.9937048086701681
R-HSA-168927,10,11545,9,8940,0.860409758162787,0.8187213585207403,1,0.7135835650115365,0.4580052485020253
R-HSA-1810476,14,11541,3,8946,3.617115816598788,0.04702414761777218,0.1911189364427414,0.02396206932400732,0.9944316631153026
R-HSA-209543,9,11546,4,8945,1.7430818085289514,0.41255487184866707,0.7679592852594236,0.2589447791432289,0.8897993225643517
R-HSA-209560,8,11547,5,8944,1.23930406175869,0.7858159189244798,1,0.4663517923582421,0.7410552208567711
R-HSA-445989,20,11535,15,8934,1.032685416839107,1,1,0.5332881951072863,0.6014964621434447
R-HSA-5357905,26,11529,20,8929,1.0068261125787903,0.9999999999999999,1,0.5524959836595258,0.5656031309730053
R-HSA-5357956,19,11536,14,8935,1.0511569714303128,1,1,0.5165628422525411,0.621577920179188
R-HSA-5602636,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-5603027,2,11553,1,8948,1.5490005404185956,1,1,0.594814166372399,0.821044581664054
R-HSA-5603029,5,11550,2,8947,1.936504437861731,0.7064548381615862,0.9552691207845347,0.34326283868393775,0.8841255706865008
R-HSA-5684264,9,11546,7,8942,0.9957436853292921,1,1,0.6062028863180583,0.5917351365466877
R-HSA-933542,15,11540,10,8939,1.161892722569431,0.8408961351372247,1,0.43764903103225994,0.7129897037120752
R-HSA-933543,10,11545,3,8946,2.5827830050311475,0.1675077330772375,0.4413500320049762,0.11020067743564825,0.9665889223101923
R-HSA-937039,7,11548,7,8942,0.7743488225772829,0.7887635501217519,1,0.7740134117217121,0.41294166485418715
R-HSA-975144,7,11548,7,8942,0.7743488225772829,0.7887635501217519,1,0.7740134117217121,0.41294166485418715
R-HSA-9758274,10,11545,8,8941,0.9680478585894234,1,1,0.6232736631622933,0.5629560409373858
R-HSA-1268020,26,11529,39,8910,0.5152478366208849,0.008445386824094429,0.056742442724384445,0.9972537341499443,0.005757248776575827
R-HSA-3214847,48,11507,60,8889,0.6180144396690065,0.014711951203792628,0.08412418906423975,0.9951693567730616,0.008321482103608403
R-HSA-168928,15,11540,8,8941,1.452691072107623,0.5289355551831445,0.8123269643187915,0.26099394209941784,0.8575789504621059
R-HSA-5656169,19,11536,13,8936,1.1320990298285538,0.8588668970675513,1,0.43702725176154555,0.6972347312253272
R-HSA-936440,21,11534,14,8935,1.1619771108171797,0.7347361766737207,0.9813370467192383,0.3985035378565553,0.7257862552034158
R-HSA-3000170,15,11540,12,8937,0.9680340044224982,1,1,0.6121055425296467,0.5405219759152304
